2017-02-07T19:59:19.0312500Z|Program_Name_Editing|NIST_MTC_CRADA_BOX_REV-A_OP2.NC
2017-02-07T19:59:23.5156250Z|Block_Number|0
2017-02-07T20:00:27.5625000Z|Program_Status|ACTIVE
2017-02-07T20:00:27.5781250Z|Program_Runtime_Seconds|60
2017-02-07T20:00:27.6875000Z|Program_Runtime_Seconds|0
2017-02-07T20:00:27.7187500Z|Block_Number|7
2017-02-07T20:00:27.7343750Z|Spindle_Speed|248.880040
2017-02-07T20:00:28.3906250Z|Program_Runtime_Seconds|1
2017-02-07T20:00:28.4062500Z|Spindle_Speed|0.000000
2017-02-07T20:00:28.8437500Z|Feed_Rate|114.283333333333
2017-02-07T20:00:29.0000000Z|Feed_Rate|524.033333333333
2017-02-07T20:00:29.1718750Z|Feed_Rate|583.1
2017-02-07T20:00:29.4843750Z|Program_Runtime_Seconds|2
2017-02-07T20:00:29.8125000Z|Feed_Rate|464.75
2017-02-07T20:00:30.3125000Z|Feed_Rate|0
2017-02-07T20:00:30.3281250Z|Feed_Rate|107.583333333333
2017-02-07T20:00:30.5000000Z|Feed_Rate|194.666666666667
2017-02-07T20:00:30.5156250Z|Program_Runtime_Seconds|3
2017-02-07T20:00:30.6406250Z|Feed_Rate|97.0833333333333
2017-02-07T20:00:30.7968750Z|Feed_Rate|0
2017-02-07T20:00:31.4531250Z|Program_Runtime_Seconds|4
2017-02-07T20:00:32.4375000Z|Program_Runtime_Seconds|5
2017-02-07T20:00:33.2187500Z|Current_Tool|0.000000
2017-02-07T20:00:33.5000000Z|Program_Runtime_Seconds|6
2017-02-07T20:00:33.8906250Z|Current_Tool|3.000000
2017-02-07T20:00:34.4375000Z|Program_Runtime_Seconds|7
2017-02-07T20:00:34.8750000Z|Block_Number|8
2017-02-07T20:00:35.1718750Z|Feed_Rate|393.383333333333
2017-02-07T20:00:35.1875000Z|Spindle_Speed|497.760080
2017-02-07T20:00:35.3437500Z|Feed_Rate|488.033333333333
2017-02-07T20:00:35.3750000Z|Spindle_Speed|1368.840219
2017-02-07T20:00:35.5156250Z|Feed_Rate|680.833333333333
2017-02-07T20:00:35.5312500Z|Program_Runtime_Seconds|8
2017-02-07T20:00:35.5468750Z|Spindle_Speed|2613.240418
2017-02-07T20:00:35.6875000Z|Feed_Rate|530.483333333333
2017-02-07T20:00:35.7031250Z|Spindle_Speed|3235.440518
2017-02-07T20:00:35.8281250Z|Feed_Rate|106.75
2017-02-07T20:00:35.8437500Z|Spindle_Speed|4728.720757
2017-02-07T20:00:36.0000000Z|Block_Number|9
2017-02-07T20:00:36.0000000Z|Feed_Rate|0
2017-02-07T20:00:36.0312500Z|Spindle_Speed|5848.680936
2017-02-07T20:00:36.1718750Z|Spindle_Speed|6470.881035
2017-02-07T20:00:36.2812500Z|Spindle_Speed|7093.081135
2017-02-07T20:00:36.4218750Z|Spindle_Speed|7715.281234
2017-02-07T20:00:36.5625000Z|Program_Runtime_Seconds|9
2017-02-07T20:00:36.5625000Z|Spindle_Speed|8959.681434
2017-02-07T20:00:36.6875000Z|Spindle_Speed|9706.321553
2017-02-07T20:00:36.7968750Z|Spindle_Speed|10328.521653
2017-02-07T20:00:36.9375000Z|Spindle_Speed|11199.601792
2017-02-07T20:00:37.0781250Z|Spindle_Speed|11946.241911
2017-02-07T20:00:37.1875000Z|Spindle_Speed|12000.000000
2017-02-07T20:00:37.4531250Z|Program_Runtime_Seconds|10
2017-02-07T20:00:38.4687500Z|Program_Runtime_Seconds|11
2017-02-07T20:00:39.4687500Z|Program_Runtime_Seconds|12
2017-02-07T20:00:40.5000000Z|Program_Runtime_Seconds|13
2017-02-07T20:00:41.4843750Z|Program_Runtime_Seconds|14
2017-02-07T20:00:42.4218750Z|Feed_Rate|496.266666666667
2017-02-07T20:00:42.4375000Z|Program_Runtime_Seconds|15
2017-02-07T20:00:42.5625000Z|Feed_Rate|500
2017-02-07T20:00:42.8906250Z|Block_Number|10
2017-02-07T20:00:42.9218750Z|Feed_Rate|178.6
2017-02-07T20:00:43.0625000Z|Block_Number|11
2017-02-07T20:00:43.0781250Z|Feed_Rate|7.21666666666667
2017-02-07T20:00:43.2187500Z|Feed_Rate|12.95
2017-02-07T20:00:43.3906250Z|Block_Number|16
2017-02-07T20:00:43.3906250Z|Feed_Rate|13.35
2017-02-07T20:00:43.5781250Z|Block_Number|22
2017-02-07T20:00:43.5937500Z|Feed_Rate|14.7333333333333
2017-02-07T20:00:43.6093750Z|Program_Runtime_Seconds|16
2017-02-07T20:00:43.7656250Z|Block_Number|27
2017-02-07T20:00:43.7812500Z|Feed_Rate|14.9833333333333
2017-02-07T20:00:43.9531250Z|Block_Number|30
2017-02-07T20:00:43.9531250Z|Feed_Rate|14.9333333333333
2017-02-07T20:00:44.1406250Z|Block_Number|36
2017-02-07T20:00:44.1562500Z|Feed_Rate|15
2017-02-07T20:00:44.3281250Z|Block_Number|41
2017-02-07T20:00:44.5156250Z|Block_Number|47
2017-02-07T20:00:44.5312500Z|Feed_Rate|15.0166666666667
2017-02-07T20:00:44.5625000Z|Program_Runtime_Seconds|17
2017-02-07T20:00:44.7031250Z|Block_Number|53
2017-02-07T20:00:44.7187500Z|Feed_Rate|14.9833333333333
2017-02-07T20:00:44.8906250Z|Block_Number|58
2017-02-07T20:00:44.8906250Z|Feed_Rate|14.55
2017-02-07T20:00:45.0781250Z|Block_Number|64
2017-02-07T20:00:45.0937500Z|Feed_Rate|14.7166666666667
2017-02-07T20:00:45.2656250Z|Block_Number|67
