2017-02-06T15:05:05.3437500Z|Program_Name_Running|NIST_MTC_CRADA_BOX_REV-A_OP1.NC
2017-02-06T15:05:18.3906250Z|Rapid_Override|0.000000
2017-02-06T15:05:19.3437500Z|Block_Number|10
2017-02-06T15:05:19.3437500Z|Feed_Rate|559.816666666667
2017-02-06T15:05:19.3593750Z|Rapid_Override|86.000000
2017-02-06T15:05:19.3906250Z|Program_Runtime_Seconds|14
2017-02-06T15:05:19.4843750Z|Spindle_Speed|5475.360876
2017-02-06T15:05:19.5000000Z|Feed_Rate|472.95
2017-02-06T15:05:19.5468750Z|Rapid_Override|35.000000
2017-02-06T15:05:19.5468750Z|Spindle_Speed|6719.761075
2017-02-06T15:05:19.6875000Z|Feed_Rate|93.2666666666667
2017-02-06T15:05:19.7031250Z|Rapid_Override|0.000000
2017-02-06T15:05:19.7187500Z|Spindle_Speed|7466.401195
2017-02-06T15:05:19.8593750Z|Feed_Rate|0
2017-02-06T15:05:19.8750000Z|Spindle_Speed|8710.801394
2017-02-06T15:05:20.0156250Z|Feed_Rate|85.55
2017-02-06T15:05:20.0156250Z|Rapid_Override|32.000000
2017-02-06T15:05:20.0468750Z|Spindle_Speed|9333.001493
2017-02-06T15:05:20.3125000Z|Block_Number|11
2017-02-06T15:05:20.3593750Z|Feed_Rate|0
2017-02-06T15:05:20.3750000Z|Rapid_Override|7.000000
2017-02-06T15:05:20.3906250Z|Program_Runtime_Seconds|15
2017-02-06T15:05:20.4062500Z|Spindle_Speed|11572.921852
2017-02-06T15:05:20.4687500Z|Rapid_Override|0.000000
2017-02-06T15:05:20.4843750Z|Spindle_Speed|12000.000000
2017-02-06T15:05:21.2187500Z|Program_Runtime_Seconds|16
2017-02-06T15:05:22.2343750Z|Program_Runtime_Seconds|17
2017-02-06T15:05:23.2187500Z|Program_Runtime_Seconds|18
2017-02-06T15:05:23.4843750Z|Rapid_Override|3.000000
2017-02-06T15:05:23.6093750Z|Rapid_Override|26.000000
2017-02-06T15:05:23.7187500Z|Rapid_Override|44.000000
2017-02-06T15:05:23.8593750Z|Rapid_Override|50.000000
2017-02-06T15:05:23.9843750Z|Rapid_Override|33.000000
2017-02-06T15:05:24.0937500Z|Rapid_Override|0.000000
2017-02-06T15:05:24.2187500Z|Program_Runtime_Seconds|19
2017-02-06T15:05:25.1093750Z|Program_Runtime_Seconds|20
2017-02-06T15:05:26.2187500Z|Program_Runtime_Seconds|21
2017-02-06T15:05:26.8750000Z|Rapid_Override|7.000000
2017-02-06T15:05:27.0156250Z|Feed_Rate|116.083333333333
2017-02-06T15:05:27.0312500Z|Rapid_Override|34.000000
2017-02-06T15:05:27.1718750Z|Feed_Rate|204.6
2017-02-06T15:05:27.1875000Z|Rapid_Override|41.000000
2017-02-06T15:05:27.2031250Z|Program_Runtime_Seconds|22
2017-02-06T15:05:27.3281250Z|Feed_Rate|194.35
2017-02-06T15:05:27.3437500Z|Rapid_Override|31.000000
2017-02-06T15:05:27.5000000Z|Feed_Rate|7.56666666666667
2017-02-06T15:05:27.5156250Z|Rapid_Override|0.000000
2017-02-06T15:05:27.6562500Z|Feed_Rate|0
2017-02-06T15:05:28.2031250Z|Program_Runtime_Seconds|23
2017-02-06T15:05:29.1875000Z|Program_Runtime_Seconds|24
2017-02-06T15:05:29.3281250Z|Rapid_Override|1.000000
2017-02-06T15:05:29.4687500Z|Feed_Rate|53.9666666666667
2017-02-06T15:05:29.4843750Z|Rapid_Override|16.000000
2017-02-06T15:05:29.6250000Z|Feed_Rate|72.55
2017-02-06T15:05:29.6406250Z|Rapid_Override|19.000000
2017-02-06T15:05:29.7656250Z|Feed_Rate|95.6166666666667
2017-02-06T15:05:29.7968750Z|Rapid_Override|20.000000
2017-02-06T15:05:29.9375000Z|Feed_Rate|95.05
2017-02-06T15:05:29.9531250Z|Rapid_Override|16.000000
2017-02-06T15:05:30.0937500Z|Feed_Rate|85.9166666666667
2017-02-06T15:05:30.2500000Z|Feed_Rate|79.6333333333333
2017-02-06T15:05:30.2656250Z|Rapid_Override|14.000000
2017-02-06T15:05:30.2812500Z|Program_Runtime_Seconds|25
2017-02-06T15:05:30.4375000Z|Feed_Rate|70
2017-02-06T15:05:30.5625000Z|Rapid_Override|13.000000
2017-02-06T15:05:30.7031250Z|Feed_Rate|65
2017-02-06T15:05:31.1718750Z|Program_Runtime_Seconds|26
2017-02-06T15:05:31.4843750Z|Feed_Rate|61.9333333333333
2017-02-06T15:05:31.5000000Z|Rapid_Override|11.000000
2017-02-06T15:05:31.6406250Z|Feed_Rate|56.9333333333333
2017-02-06T15:05:31.7968750Z|Block_Number|12
2017-02-06T15:05:31.8125000Z|Feed_Rate|49.1666666666667
2017-02-06T15:05:31.8281250Z|Rapid_Override|7.000000
2017-02-06T15:05:31.9687500Z|Feed_Rate|38.7333333333333
2017-02-06T15:05:31.9843750Z|Rapid_Override|0.000000
2017-02-06T15:05:32.1093750Z|Feed_Rate|0
2017-02-06T15:05:32.2500000Z|Program_Runtime_Seconds|27
2017-02-06T15:05:32.7500000Z|Rapid_Override|8.000000
2017-02-06T15:05:32.9062500Z|Rapid_Override|13.000000
2017-02-06T15:05:33.0781250Z|Feed_Rate|63.1333333333333
2017-02-06T15:05:33.0937500Z|Rapid_Override|10.000000
2017-02-06T15:05:33.2343750Z|Block_Number|13
2017-02-06T15:05:33.2656250Z|Feed_Rate|0
2017-02-06T15:05:33.2812500Z|Rapid_Override|0.000000
2017-02-06T15:05:33.2812500Z|Program_Runtime_Seconds|28
2017-02-06T15:05:33.6250000Z|Rapid_Override|2.000000
2017-02-06T15:05:33.7500000Z|Rapid_Override|4.000000
2017-02-06T15:05:33.8750000Z|Rapid_Override|0.000000
2017-02-06T15:05:34.2500000Z|Program_Runtime_Seconds|29
2017-02-06T15:05:35.1250000Z|Program_Runtime_Seconds|30
2017-02-06T15:05:36.2968750Z|Feed_Override|6.000000
2017-02-06T15:05:36.3125000Z|Program_Runtime_Seconds|31
2017-02-06T15:05:36.4531250Z|Feed_Rate|4.41666666666667
2017-02-06T15:05:36.4687500Z|Feed_Override|9.000000
2017-02-06T15:05:36.6093750Z|Feed_Rate|5.71666666666667
2017-02-06T15:05:36.9218750Z|Feed_Rate|5.81666666666667
2017-02-06T15:05:36.9375000Z|Feed_Override|11.000000
2017-02-06T15:05:37.0625000Z|Feed_Rate|6.85
2017-02-06T15:05:37.0781250Z|Feed_Override|13.000000
2017-02-06T15:05:37.2187500Z|Feed_Rate|8.43333333333333
2017-02-06T15:05:37.2343750Z|Feed_Override|14.000000
2017-02-06T15:05:37.2500000Z|Program_Runtime_Seconds|32
2017-02-06T15:05:37.3593750Z|Feed_Rate|9.51666666666667
2017-02-06T15:05:37.3906250Z|Feed_Override|16.000000
2017-02-06T15:05:37.5312500Z|Block_Number|14
2017-02-06T15:05:37.5312500Z|Feed_Rate|8.96666666666667
2017-02-06T15:05:37.5468750Z|Feed_Override|18.000000
2017-02-06T15:05:37.6875000Z|Feed_Rate|11.2
2017-02-06T15:05:37.7031250Z|Feed_Override|19.000000
2017-02-06T15:05:37.8437500Z|Feed_Rate|12.0666666666667
2017-02-06T15:05:38.0156250Z|Block_Number|15
2017-02-06T15:05:38.1875000Z|Feed_Override|21.000000
2017-02-06T15:05:38.2031250Z|Program_Runtime_Seconds|33
2017-02-06T15:05:38.3281250Z|Feed_Rate|13.9333333333333
2017-02-06T15:05:38.3437500Z|Feed_Override|23.000000
2017-02-06T15:05:38.5156250Z|Block_Number|16
2017-02-06T15:05:38.5312500Z|Feed_Rate|16.1
2017-02-06T15:05:38.5625000Z|Feed_Override|27.000000
2017-02-06T15:05:38.6718750Z|Feed_Rate|16.4333333333333
2017-02-06T15:05:38.8281250Z|Feed_Rate|17.2166666666667
2017-02-06T15:05:38.8437500Z|Feed_Override|28.000000
2017-02-06T15:05:38.9843750Z|Feed_Rate|18.7166666666667
2017-02-06T15:05:39.0000000Z|Feed_Override|30.000000
2017-02-06T15:05:39.1406250Z|Feed_Rate|19.05
2017-02-06T15:05:39.2812500Z|Feed_Rate|20.9166666666667
2017-02-06T15:05:39.3125000Z|Feed_Override|34.000000
2017-02-06T15:05:39.3281250Z|Program_Runtime_Seconds|34
2017-02-06T15:05:39.4531250Z|Feed_Rate|21.8666666666667
2017-02-06T15:05:39.4687500Z|Feed_Override|40.000000
2017-02-06T15:05:39.6093750Z|Feed_Rate|28.4166666666667
2017-02-06T15:05:39.6250000Z|Feed_Override|45.000000
2017-02-06T15:05:39.7656250Z|Feed_Rate|31.3666666666667
2017-02-06T15:05:39.7812500Z|Feed_Override|59.000000
2017-02-06T15:05:39.9218750Z|Feed_Rate|38.0666666666667
2017-02-06T15:05:39.9375000Z|Feed_Override|63.000000
2017-02-06T15:05:40.0781250Z|Feed_Rate|41.5
2017-02-06T15:05:40.0937500Z|Feed_Override|83.000000
2017-02-06T15:05:40.1093750Z|Program_Runtime_Seconds|35
2017-02-06T15:05:40.2343750Z|Feed_Rate|55.9166666666667
2017-02-06T15:05:40.2500000Z|Feed_Override|94.000000
2017-02-06T15:05:40.3906250Z|Feed_Rate|59.7833333333333
2017-02-06T15:05:40.4062500Z|Feed_Override|95.000000
2017-02-06T15:05:40.6093750Z|Feed_Rate|59.9166666666667
2017-02-06T15:05:40.7031250Z|Feed_Override|94.000000
2017-02-06T15:05:40.7343750Z|Block_Number|17
2017-02-06T15:05:40.7343750Z|Feed_Rate|59.6666666666667
2017-02-06T15:05:40.8750000Z|Feed_Rate|59.65
2017-02-06T15:05:41.0468750Z|Block_Number|18
2017-02-06T15:05:41.2031250Z|Feed_Rate|59.6833333333333
2017-02-06T15:05:41.2187500Z|Program_Runtime_Seconds|36
2017-02-06T15:05:42.2812500Z|Program_Runtime_Seconds|37
2017-02-06T15:05:42.4218750Z|Feed_Rate|60.5
2017-02-06T15:05:42.4531250Z|Feed_Override|96.000000
2017-02-06T15:05:42.5937500Z|Block_Number|19
2017-02-06T15:05:42.6093750Z|Feed_Rate|61.6
2017-02-06T15:05:42.6406250Z|Feed_Override|97.000000
2017-02-06T15:05:42.7812500Z|Feed_Rate|61.8833333333333
2017-02-06T15:05:42.7968750Z|Feed_Override|98.000000
2017-02-06T15:05:42.9375000Z|Feed_Rate|62.1833333333333
2017-02-06T15:05:43.1093750Z|Block_Number|20
2017-02-06T15:05:43.1250000Z|Feed_Rate|62.2166666666667
2017-02-06T15:05:43.1562500Z|Program_Runtime_Seconds|38
2017-02-06T15:05:43.2968750Z|Feed_Rate|62.2333333333333
2017-02-06T15:05:43.8906250Z|Feed_Override|100.000000
2017-02-06T15:05:44.0468750Z|Feed_Rate|63.5
2017-02-06T15:05:44.2031250Z|Program_Runtime_Seconds|39
2017-02-06T15:05:45.1250000Z|Rapid_Override|40.000000
2017-02-06T15:05:45.1406250Z|Program_Runtime_Seconds|40
2017-02-06T15:05:45.2812500Z|Rapid_Override|100.000000
2017-02-06T15:05:45.4531250Z|Block_Number|21
2017-02-06T15:05:45.4687500Z|Feed_Rate|63.4666666666667
2017-02-06T15:05:45.7500000Z|Feed_Rate|63.45
2017-02-06T15:05:45.7812500Z|Block_Number|22
2017-02-06T15:05:45.7968750Z|Feed_Rate|63.4666666666667
2017-02-06T15:05:45.9375000Z|Feed_Rate|63.5
2017-02-06T15:05:46.2500000Z|Program_Runtime_Seconds|41
2017-02-06T15:05:47.1875000Z|Program_Runtime_Seconds|42
2017-02-06T15:05:47.3593750Z|Block_Number|23
2017-02-06T15:05:47.3750000Z|Feed_Rate|63.45
2017-02-06T15:05:47.5312500Z|Block_Number|24
2017-02-06T15:05:47.7031250Z|Feed_Rate|63.4666666666667
2017-02-06T15:05:47.8593750Z|Feed_Rate|63.5
2017-02-06T15:05:48.1406250Z|Program_Runtime_Seconds|43
2017-02-06T15:05:48.6093750Z|Feed_Rate|63.4666666666667
2017-02-06T15:05:48.7968750Z|Block_Number|25
2017-02-06T15:05:48.8281250Z|Feed_Rate|57.7
2017-02-06T15:05:48.9687500Z|Block_Number|26
2017-02-06T15:05:48.9843750Z|Feed_Rate|43.9833333333333
2017-02-06T15:05:49.1406250Z|Block_Number|27
2017-02-06T15:05:49.1562500Z|Feed_Rate|106.283333333333
2017-02-06T15:05:49.3125000Z|Block_Number|28
2017-02-06T15:05:49.3125000Z|Feed_Rate|44.6833333333333
2017-02-06T15:05:49.3437500Z|Program_Runtime_Seconds|44
2017-02-06T15:05:49.5000000Z|Block_Number|29
2017-02-06T15:05:49.5156250Z|Feed_Rate|55.1666666666667
2017-02-06T15:05:49.6875000Z|Block_Number|30
2017-02-06T15:05:49.7187500Z|Feed_Rate|15.9833333333333
2017-02-06T15:05:49.8281250Z|Feed_Rate|49.9
2017-02-06T15:05:49.9843750Z|Block_Number|31
2017-02-06T15:05:50.0000000Z|Feed_Rate|8.6
2017-02-06T15:05:50.1875000Z|Block_Number|33
2017-02-06T15:05:50.2031250Z|Feed_Rate|57.25
2017-02-06T15:05:50.2968750Z|Program_Runtime_Seconds|45
2017-02-06T15:05:50.3281250Z|Feed_Rate|63.5
2017-02-06T15:05:51.0937500Z|Program_Runtime_Seconds|46
2017-02-06T15:05:51.4218750Z|Block_Number|34
2017-02-06T15:05:51.4375000Z|Feed_Rate|63.4166666666667
2017-02-06T15:05:51.7500000Z|Block_Number|35
2017-02-06T15:05:51.7656250Z|Feed_Rate|63.5
2017-02-06T15:05:52.2187500Z|Program_Runtime_Seconds|47
2017-02-06T15:05:53.1875000Z|Block_Number|36
2017-02-06T15:05:53.2031250Z|Feed_Rate|63.4166666666667
2017-02-06T15:05:53.2031250Z|Program_Runtime_Seconds|48
2017-02-06T15:05:53.5156250Z|Block_Number|37
2017-02-06T15:05:53.5156250Z|Feed_Rate|63.5
2017-02-06T15:05:54.2812500Z|Program_Runtime_Seconds|49
2017-02-06T15:05:55.2187500Z|Program_Runtime_Seconds|50
2017-02-06T15:05:55.9062500Z|Block_Number|38
2017-02-06T15:05:56.0312500Z|Feed_Rate|63.45
2017-02-06T15:05:56.0625000Z|Block_Number|39
2017-02-06T15:05:56.2031250Z|Feed_Rate|63.5
2017-02-06T15:05:56.2031250Z|Program_Runtime_Seconds|51
2017-02-06T15:05:57.1250000Z|Program_Runtime_Seconds|52
2017-02-06T15:05:57.4687500Z|Block_Number|40
2017-02-06T15:05:57.6093750Z|Feed_Rate|63.4166666666667
2017-02-06T15:05:57.9531250Z|Block_Number|41
2017-02-06T15:05:57.9687500Z|Feed_Rate|63.5
2017-02-06T15:05:58.1093750Z|Program_Runtime_Seconds|53
2017-02-06T15:05:59.0468750Z|Block_Number|43
2017-02-06T15:05:59.0625000Z|Feed_Rate|60.9166666666667
2017-02-06T15:05:59.2031250Z|Feed_Rate|41.2166666666667
2017-02-06T15:05:59.2343750Z|Program_Runtime_Seconds|54
2017-02-06T15:05:59.3750000Z|Block_Number|44
2017-02-06T15:05:59.3906250Z|Feed_Rate|97.8833333333333
2017-02-06T15:05:59.5625000Z|Block_Number|45
2017-02-06T15:05:59.5781250Z|Feed_Rate|50.8166666666667
2017-02-06T15:05:59.7343750Z|Block_Number|46
2017-02-06T15:05:59.7500000Z|Feed_Rate|8.98333333333333
2017-02-06T15:05:59.9218750Z|Block_Number|47
2017-02-06T15:05:59.9375000Z|Feed_Rate|30.1166666666667
2017-02-06T15:06:00.0781250Z|Feed_Rate|37.2333333333333
2017-02-06T15:06:00.2656250Z|Block_Number|49
2017-02-06T15:06:00.2656250Z|Feed_Rate|39.7833333333333
2017-02-06T15:06:00.2812500Z|Program_Runtime_Seconds|55
2017-02-06T15:06:00.4062500Z|Feed_Rate|59.2833333333333
2017-02-06T15:06:00.5937500Z|Block_Number|50
2017-02-06T15:06:00.5937500Z|Feed_Rate|60.6833333333333
2017-02-06T15:06:00.7187500Z|Feed_Rate|63.5
2017-02-06T15:06:01.2031250Z|Program_Runtime_Seconds|56
2017-02-06T15:06:01.6718750Z|Block_Number|51
2017-02-06T15:06:01.6875000Z|Feed_Rate|63.35
2017-02-06T15:06:01.8593750Z|Block_Number|52
2017-02-06T15:06:01.8750000Z|Feed_Rate|63.4333333333333
2017-02-06T15:06:02.0000000Z|Feed_Rate|63.5
2017-02-06T15:06:02.1562500Z|Program_Runtime_Seconds|57
2017-02-06T15:06:03.2656250Z|Block_Number|53
2017-02-06T15:06:03.2812500Z|Feed_Rate|63.4833333333333
2017-02-06T15:06:03.2812500Z|Program_Runtime_Seconds|58
2017-02-06T15:06:03.4062500Z|Feed_Rate|63.35
2017-02-06T15:06:03.5937500Z|Block_Number|54
2017-02-06T15:06:03.6093750Z|Feed_Rate|63.4333333333333
2017-02-06T15:06:03.7343750Z|Feed_Rate|63.5
2017-02-06T15:06:04.2031250Z|Program_Runtime_Seconds|59
2017-02-06T15:06:05.1250000Z|Program_Runtime_Seconds|0
2017-02-06T15:06:05.1406250Z|Program_Runtime_Seconds|60
2017-02-06T15:06:05.7500000Z|Block_Number|55
2017-02-06T15:06:05.9218750Z|Feed_Rate|63.35
2017-02-06T15:06:06.2343750Z|Block_Number|56
2017-02-06T15:06:06.2656250Z|Feed_Rate|63.5
2017-02-06T15:06:06.2812500Z|Program_Runtime_Seconds|61
2017-02-06T15:06:07.1718750Z|Program_Runtime_Seconds|62
2017-02-06T15:06:07.5000000Z|Block_Number|57
2017-02-06T15:06:07.6718750Z|Feed_Rate|63.35
2017-02-06T15:06:07.8593750Z|Block_Number|58
2017-02-06T15:06:07.8750000Z|Feed_Rate|63.5
2017-02-06T15:06:08.1562500Z|Program_Runtime_Seconds|63
2017-02-06T15:06:08.9687500Z|Block_Number|60
2017-02-06T15:06:08.9843750Z|Feed_Rate|61.3
2017-02-06T15:06:09.1406250Z|Block_Number|61
2017-02-06T15:06:09.1718750Z|Feed_Rate|14.7666666666667
2017-02-06T15:06:09.1875000Z|Program_Runtime_Seconds|64
2017-02-06T15:06:09.2968750Z|Feed_Rate|41.9166666666667
2017-02-06T15:06:09.4687500Z|Block_Number|62
2017-02-06T15:06:09.4843750Z|Feed_Rate|87.0166666666667
2017-02-06T15:06:09.6406250Z|Block_Number|63
2017-02-06T15:06:09.6562500Z|Feed_Rate|49.7333333333333
2017-02-06T15:06:09.8281250Z|Block_Number|64
2017-02-06T15:06:09.8593750Z|Feed_Rate|8.41666666666667
2017-02-06T15:06:09.9843750Z|Feed_Rate|33.3666666666667
2017-02-06T15:06:10.1406250Z|Block_Number|65
2017-02-06T15:06:10.1562500Z|Feed_Rate|13.6333333333333
2017-02-06T15:06:10.1875000Z|Program_Runtime_Seconds|65
2017-02-06T15:06:10.3437500Z|Block_Number|66
2017-02-06T15:06:10.3437500Z|Feed_Rate|49.2166666666667
2017-02-06T15:06:10.5000000Z|Block_Number|67
2017-02-06T15:06:10.5000000Z|Feed_Rate|60.5166666666667
2017-02-06T15:06:10.6562500Z|Feed_Rate|63.5
2017-02-06T15:06:11.1093750Z|Program_Runtime_Seconds|66
2017-02-06T15:06:11.6093750Z|Block_Number|68
2017-02-06T15:06:11.6250000Z|Feed_Rate|63.4666666666667
2017-02-06T15:06:11.7656250Z|Feed_Rate|63.45
2017-02-06T15:06:11.9531250Z|Block_Number|69
2017-02-06T15:06:11.9531250Z|Feed_Rate|63.4666666666667
2017-02-06T15:06:12.1250000Z|Feed_Rate|63.5
2017-02-06T15:06:12.2656250Z|Program_Runtime_Seconds|67
2017-02-06T15:06:13.1875000Z|Program_Runtime_Seconds|68
2017-02-06T15:06:13.3593750Z|Block_Number|70
2017-02-06T15:06:13.5156250Z|Feed_Rate|63.45
2017-02-06T15:06:13.8593750Z|Block_Number|71
2017-02-06T15:06:13.8593750Z|Feed_Rate|63.4666666666667
2017-02-06T15:06:14.0000000Z|Feed_Rate|63.4833333333333
2017-02-06T15:06:14.1562500Z|Feed_Rate|63.5
2017-02-06T15:06:14.1718750Z|Program_Runtime_Seconds|69
2017-02-06T15:06:15.2343750Z|Program_Runtime_Seconds|70
2017-02-06T15:06:16.2031250Z|Block_Number|72
2017-02-06T15:06:16.2187500Z|Feed_Rate|63.4666666666667
2017-02-06T15:06:16.2343750Z|Program_Runtime_Seconds|71
2017-02-06T15:06:16.5156250Z|Feed_Rate|63.45
2017-02-06T15:06:16.5468750Z|Block_Number|73
2017-02-06T15:06:16.5468750Z|Feed_Rate|63.4833333333333
2017-02-06T15:06:16.6875000Z|Feed_Rate|63.5
2017-02-06T15:06:17.1562500Z|Program_Runtime_Seconds|72
2017-02-06T15:06:17.9375000Z|Feed_Rate|63.4833333333333
2017-02-06T15:06:18.1250000Z|Block_Number|74
2017-02-06T15:06:18.1406250Z|Feed_Rate|63.45
2017-02-06T15:06:18.2656250Z|Program_Runtime_Seconds|73
2017-02-06T15:06:18.4375000Z|Block_Number|75
2017-02-06T15:06:18.4531250Z|Feed_Rate|63.5
2017-02-06T15:06:19.1718750Z|Program_Runtime_Seconds|74
2017-02-06T15:06:19.5000000Z|Block_Number|76
2017-02-06T15:06:19.5312500Z|Feed_Rate|59.4833333333333
2017-02-06T15:06:19.6718750Z|Block_Number|77
2017-02-06T15:06:19.6875000Z|Feed_Rate|40.1666666666667
2017-02-06T15:06:19.8437500Z|Block_Number|78
2017-02-06T15:06:19.8593750Z|Feed_Rate|58.8166666666667
2017-02-06T15:06:20.0000000Z|Block_Number|79
2017-02-06T15:06:20.0156250Z|Feed_Rate|92.1833333333333
2017-02-06T15:06:20.1875000Z|Block_Number|80
2017-02-06T15:06:20.2031250Z|Feed_Rate|11.65
2017-02-06T15:06:20.2187500Z|Program_Runtime_Seconds|75
2017-02-06T15:06:20.3750000Z|Block_Number|81
2017-02-06T15:06:20.3906250Z|Feed_Rate|46.2833333333333
2017-02-06T15:06:20.5156250Z|Feed_Rate|7.48333333333333
2017-02-06T15:06:20.6718750Z|Feed_Rate|29.0666666666667
2017-02-06T15:06:20.8281250Z|Block_Number|82
2017-02-06T15:06:20.8437500Z|Feed_Rate|15.5
2017-02-06T15:06:21.0312500Z|Block_Number|83
2017-02-06T15:06:21.0468750Z|Feed_Rate|36.2833333333333
2017-02-06T15:06:21.1875000Z|Block_Number|84
2017-02-06T15:06:21.2187500Z|Feed_Rate|63.5
2017-02-06T15:06:21.2187500Z|Program_Runtime_Seconds|76
2017-02-06T15:06:22.2656250Z|Block_Number|85
2017-02-06T15:06:22.2968750Z|Feed_Rate|63.4166666666667
2017-02-06T15:06:22.3125000Z|Program_Runtime_Seconds|77
2017-02-06T15:06:22.5937500Z|Block_Number|86
2017-02-06T15:06:22.6250000Z|Feed_Rate|63.4666666666667
2017-02-06T15:06:22.7500000Z|Feed_Rate|63.5
2017-02-06T15:06:23.2031250Z|Program_Runtime_Seconds|78
2017-02-06T15:06:23.9843750Z|Block_Number|87
2017-02-06T15:06:24.0000000Z|Feed_Rate|63.4166666666667
2017-02-06T15:06:24.1718750Z|Program_Runtime_Seconds|79
2017-02-06T15:06:24.3281250Z|Block_Number|88
2017-02-06T15:06:24.4843750Z|Feed_Rate|63.5
2017-02-06T15:06:25.2187500Z|Program_Runtime_Seconds|80
2017-02-06T15:06:26.1562500Z|Program_Runtime_Seconds|81
2017-02-06T15:06:26.7031250Z|Block_Number|89
2017-02-06T15:06:26.7968750Z|Feed_Rate|63.4166666666667
2017-02-06T15:06:26.9843750Z|Block_Number|90
2017-02-06T15:06:27.0000000Z|Feed_Rate|63.5
2017-02-06T15:06:27.1406250Z|Program_Runtime_Seconds|82
2017-02-06T15:06:28.2187500Z|Program_Runtime_Seconds|83
2017-02-06T15:06:28.3906250Z|Block_Number|91
2017-02-06T15:06:28.3906250Z|Feed_Rate|63.4166666666667
2017-02-06T15:06:28.7187500Z|Block_Number|92
2017-02-06T15:06:28.7343750Z|Feed_Rate|63.4666666666667
2017-02-06T15:06:28.8750000Z|Feed_Rate|63.5
2017-02-06T15:06:29.1875000Z|Program_Runtime_Seconds|84
2017-02-06T15:06:29.8125000Z|Block_Number|93
2017-02-06T15:06:29.8125000Z|Feed_Rate|60.8166666666667
2017-02-06T15:06:29.9843750Z|Block_Number|94
2017-02-06T15:06:30.0000000Z|Feed_Rate|42.05
2017-02-06T15:06:30.1562500Z|Block_Number|95
2017-02-06T15:06:30.1718750Z|Feed_Rate|53.2333333333333
2017-02-06T15:06:30.1875000Z|Program_Runtime_Seconds|85
2017-02-06T15:06:30.3125000Z|Block_Number|96
2017-02-06T15:06:30.3281250Z|Feed_Rate|93.5833333333333
2017-02-06T15:06:30.5000000Z|Block_Number|97
2017-02-06T15:06:30.5156250Z|Feed_Rate|19.3666666666667
2017-02-06T15:06:30.6562500Z|Feed_Rate|46.0833333333333
2017-02-06T15:06:30.8593750Z|Block_Number|98
2017-02-06T15:06:30.8750000Z|Feed_Rate|16.4166666666667
2017-02-06T15:06:31.0000000Z|Feed_Rate|31.15
2017-02-06T15:06:31.1718750Z|Block_Number|99
2017-02-06T15:06:31.2031250Z|Feed_Rate|25.8
2017-02-06T15:06:31.2187500Z|Program_Runtime_Seconds|86
2017-02-06T15:06:31.3593750Z|Block_Number|100
2017-02-06T15:06:31.3750000Z|Feed_Rate|51.7833333333333
2017-02-06T15:06:31.5468750Z|Block_Number|101
2017-02-06T15:06:31.5468750Z|Feed_Rate|62.1
2017-02-06T15:06:31.7500000Z|Feed_Rate|63.5
2017-02-06T15:06:32.1562500Z|Program_Runtime_Seconds|87
