2017-02-06T10:22:19.3750000Z|Program_Name_Editing|NIST_MTC_CRADA_PLATE-17.NC
2017-02-06T10:22:23.8281250Z|Block_Number|0
2017-02-06T10:22:28.2656250Z|Block_Number|12
2017-02-06T10:22:28.3593750Z|Program_Status|ACTIVE
2017-02-06T10:22:28.3593750Z|Program_Name_Running|NIST_MTC_CRADA_PLATE-17.NC
2017-02-06T10:22:28.4062500Z|Program_Runtime_Seconds|903
2017-02-06T10:22:28.4218750Z|Program_Runtime_Seconds|3
2017-02-06T10:22:28.5156250Z|Feed_Rate|233.016666666667
2017-02-06T10:22:28.5781250Z|Feed_Rate|231.383333333333
2017-02-06T10:22:28.7187500Z|Feed_Rate|230.733333333333
2017-02-06T10:22:28.7500000Z|Rapid_Override|57.000000
2017-02-06T10:22:28.8750000Z|Feed_Rate|232.116666666667
2017-02-06T10:22:29.0468750Z|Feed_Rate|229.666666666667
2017-02-06T10:22:29.2187500Z|Feed_Rate|210.866666666667
2017-02-06T10:22:29.3750000Z|Feed_Rate|10.6
2017-02-06T10:22:29.5625000Z|Feed_Rate|42.5333333333333
2017-02-06T10:22:29.5781250Z|Program_Runtime_Seconds|4
2017-02-06T10:22:29.7187500Z|Feed_Rate|121.9
2017-02-06T10:22:29.8593750Z|Feed_Rate|67.6333333333333
2017-02-06T10:22:30.0312500Z|Feed_Rate|0.0333333333333333
2017-02-06T10:22:30.1718750Z|Feed_Rate|0
2017-02-06T10:22:30.4531250Z|Program_Runtime_Seconds|5
2017-02-06T10:22:31.4843750Z|Program_Runtime_Seconds|6
2017-02-06T10:22:32.1250000Z|Current_Tool|0.000000
2017-02-06T10:22:32.5156250Z|Program_Runtime_Seconds|7
2017-02-06T10:22:32.7968750Z|Current_Tool|7.000000
2017-02-06T10:22:33.4531250Z|Program_Runtime_Seconds|8
2017-02-06T10:22:33.9218750Z|Block_Number|13
2017-02-06T10:22:34.2500000Z|Feed_Rate|236.083333333333
2017-02-06T10:22:34.2656250Z|Spindle_Speed|500.000000
2017-02-06T10:22:34.5937500Z|Program_Runtime_Seconds|9
2017-02-06T10:22:35.0468750Z|Feed_Rate|161.883333333333
2017-02-06T10:22:35.2187500Z|Block_Number|14
2017-02-06T10:22:35.2343750Z|Feed_Rate|107.916666666667
2017-02-06T10:22:35.3906250Z|Feed_Rate|86.6
2017-02-06T10:22:35.5312500Z|Feed_Rate|141.516666666667
2017-02-06T10:22:35.5625000Z|Program_Runtime_Seconds|10
2017-02-06T10:22:35.6718750Z|Feed_Rate|196.433333333333
2017-02-06T10:22:36.4531250Z|Program_Runtime_Seconds|11
2017-02-06T10:22:36.7812500Z|Feed_Rate|164.933333333333
2017-02-06T10:22:36.9531250Z|Block_Number|15
2017-02-06T10:22:36.9687500Z|Feed_Rate|67.0333333333333
2017-02-06T10:22:37.1093750Z|Feed_Rate|0.633333333333333
2017-02-06T10:22:37.5781250Z|Program_Runtime_Seconds|12
2017-02-06T10:22:38.5156250Z|Program_Runtime_Seconds|13
2017-02-06T10:22:39.4531250Z|Program_Runtime_Seconds|14
2017-02-06T10:22:40.5468750Z|Program_Runtime_Seconds|15
2017-02-06T10:22:41.4843750Z|Program_Runtime_Seconds|16
2017-02-06T10:22:42.4843750Z|Program_Runtime_Seconds|17
2017-02-06T10:22:43.5781250Z|Program_Runtime_Seconds|18
2017-02-06T10:22:44.4843750Z|Program_Runtime_Seconds|19
