2017-02-06T10:02:36.3593750Z|Program_Name_Editing|NIST_MTC_CRADA_PLATE-16.NC
2017-02-06T10:02:59.3750000Z|Feed_Rate|16.1333333333333
2017-02-06T10:02:59.5312500Z|Feed_Rate|0
2017-02-06T10:03:11.3281250Z|Block_Number|0
2017-02-06T10:03:14.9843750Z|Rapid_Override|0.000000
2017-02-06T10:03:15.0000000Z|Program_Runtime_Seconds|61
2017-02-06T10:03:15.0625000Z|Program_Runtime_Seconds|1
2017-02-06T10:03:15.0625000Z|Block_Number|12
2017-02-06T10:03:15.0937500Z|Program_Status|ACTIVE
2017-02-06T10:03:15.1093750Z|Program_Name_Running|NIST_MTC_CRADA_PLATE-16.NC
2017-02-06T10:03:15.7968750Z|Program_Runtime_Seconds|2
2017-02-06T10:03:16.9531250Z|Program_Runtime_Seconds|3
2017-02-06T10:03:16.9687500Z|Spindle_Speed|124.440020
2017-02-06T10:03:17.0781250Z|Spindle_Speed|248.880040
2017-02-06T10:03:17.6250000Z|Spindle_Speed|0.000000
2017-02-06T10:03:17.9062500Z|Program_Runtime_Seconds|4
2017-02-06T10:03:18.7968750Z|Program_Runtime_Seconds|5
2017-02-06T10:03:19.6406250Z|Rapid_Override|11.000000
2017-02-06T10:03:19.8125000Z|Feed_Rate|9.45
2017-02-06T10:03:19.8281250Z|Rapid_Override|18.000000
2017-02-06T10:03:19.8437500Z|Program_Runtime_Seconds|6
2017-02-06T10:03:19.9687500Z|Feed_Rate|50.6666666666667
2017-02-06T10:03:19.9843750Z|Rapid_Override|19.000000
2017-02-06T10:03:20.1406250Z|Feed_Rate|71.4333333333333
2017-02-06T10:03:20.1718750Z|Rapid_Override|21.000000
2017-02-06T10:03:20.3125000Z|Feed_Rate|75.2833333333333
2017-02-06T10:03:20.3281250Z|Rapid_Override|23.000000
2017-02-06T10:03:20.4843750Z|Feed_Rate|81.5833333333333
2017-02-06T10:03:20.5000000Z|Rapid_Override|24.000000
2017-02-06T10:03:20.6562500Z|Feed_Rate|90.1166666666667
2017-02-06T10:03:20.6718750Z|Rapid_Override|25.000000
2017-02-06T10:03:20.8281250Z|Feed_Rate|94.1333333333333
2017-02-06T10:03:20.8593750Z|Rapid_Override|43.000000
2017-02-06T10:03:20.8750000Z|Program_Runtime_Seconds|7
2017-02-06T10:03:21.0000000Z|Feed_Rate|105.4
2017-02-06T10:03:21.0156250Z|Rapid_Override|56.000000
2017-02-06T10:03:21.1875000Z|Feed_Rate|183.283333333333
2017-02-06T10:03:21.2031250Z|Rapid_Override|72.000000
2017-02-06T10:03:21.3437500Z|Feed_Rate|235.366666666667
2017-02-06T10:03:21.3750000Z|Rapid_Override|73.000000
2017-02-06T10:03:21.5156250Z|Feed_Rate|263.483333333333
2017-02-06T10:03:21.5468750Z|Rapid_Override|74.000000
2017-02-06T10:03:21.7031250Z|Feed_Rate|281.933333333333
2017-02-06T10:03:21.8593750Z|Feed_Rate|282.883333333333
2017-02-06T10:03:21.8906250Z|Program_Runtime_Seconds|8
2017-02-06T10:03:22.3593750Z|Feed_Rate|282.366666666667
2017-02-06T10:03:22.5156250Z|Feed_Rate|226.316666666667
2017-02-06T10:03:22.6875000Z|Feed_Rate|6.05
2017-02-06T10:03:22.8437500Z|Feed_Rate|23.7333333333333
2017-02-06T10:03:22.8750000Z|Program_Runtime_Seconds|9
2017-02-06T10:03:23.0156250Z|Feed_Rate|81.5
2017-02-06T10:03:23.0312500Z|Rapid_Override|73.000000
2017-02-06T10:03:23.1875000Z|Feed_Rate|67.6333333333333
2017-02-06T10:03:23.3437500Z|Feed_Rate|0
2017-02-06T10:03:23.8750000Z|Program_Runtime_Seconds|10
2017-02-06T10:03:24.8906250Z|Program_Runtime_Seconds|11
2017-02-06T10:03:25.5156250Z|Rapid_Override|72.000000
2017-02-06T10:03:25.9062500Z|Program_Runtime_Seconds|12
2017-02-06T10:03:26.5468750Z|Current_Tool|7.000000
2017-02-06T10:03:26.9375000Z|Program_Runtime_Seconds|13
2017-02-06T10:03:27.6250000Z|Block_Number|13
2017-02-06T10:03:27.7812500Z|Feed_Rate|289.15
2017-02-06T10:03:27.9375000Z|Feed_Rate|291.116666666667
2017-02-06T10:03:27.9531250Z|Program_Runtime_Seconds|14
2017-02-06T10:03:27.9687500Z|Spindle_Speed|490.000000
2017-02-06T10:03:28.1093750Z|Feed_Rate|292.616666666667
2017-02-06T10:03:28.1250000Z|Rapid_Override|71.000000
2017-02-06T10:03:28.2500000Z|Feed_Rate|286.95
2017-02-06T10:03:28.2656250Z|Rapid_Override|70.000000
2017-02-06T10:03:28.4531250Z|Feed_Rate|280.833333333333
2017-02-06T10:03:28.4687500Z|Rapid_Override|66.000000
2017-02-06T10:03:28.5937500Z|Feed_Rate|75.2166666666667
2017-02-06T10:03:28.6093750Z|Rapid_Override|65.000000
2017-02-06T10:03:28.7656250Z|Block_Number|14
2017-02-06T10:03:28.7812500Z|Feed_Rate|97.45
2017-02-06T10:03:28.7968750Z|Rapid_Override|64.000000
2017-02-06T10:03:28.9375000Z|Feed_Rate|202.883333333333
2017-02-06T10:03:28.9375000Z|Rapid_Override|62.000000
2017-02-06T10:03:28.9687500Z|Program_Runtime_Seconds|15
2017-02-06T10:03:29.0781250Z|Feed_Rate|206.566666666667
2017-02-06T10:03:29.0937500Z|Rapid_Override|57.000000
2017-02-06T10:03:29.2187500Z|Feed_Rate|188.616666666667
2017-02-06T10:03:29.2500000Z|Rapid_Override|41.000000
2017-02-06T10:03:29.3906250Z|Feed_Rate|94.7333333333333
2017-02-06T10:03:29.4062500Z|Rapid_Override|28.000000
2017-02-06T10:03:29.5781250Z|Feed_Rate|66.0333333333333
2017-02-06T10:03:29.5937500Z|Rapid_Override|17.000000
2017-02-06T10:03:29.7031250Z|Feed_Rate|45.7166666666667
2017-02-06T10:03:29.7187500Z|Rapid_Override|10.000000
2017-02-06T10:03:29.8593750Z|Feed_Rate|31.6166666666667
2017-02-06T10:03:29.8750000Z|Rapid_Override|9.000000
2017-02-06T10:03:29.8750000Z|Program_Runtime_Seconds|16
2017-02-06T10:03:30.0156250Z|Feed_Rate|30.4833333333333
2017-02-06T10:03:30.9843750Z|Program_Runtime_Seconds|17
2017-02-06T10:03:31.9218750Z|Program_Runtime_Seconds|18
2017-02-06T10:03:33.0156250Z|Program_Runtime_Seconds|19
2017-02-06T10:03:33.7968750Z|Feed_Rate|28.9
2017-02-06T10:03:33.8125000Z|Rapid_Override|7.000000
2017-02-06T10:03:33.9531250Z|Feed_Rate|25.5166666666667
2017-02-06T10:03:33.9687500Z|Program_Runtime_Seconds|20
2017-02-06T10:03:34.0781250Z|Feed_Rate|23.7
2017-02-06T10:03:35.0156250Z|Program_Runtime_Seconds|21
2017-02-06T10:03:35.3281250Z|Block_Number|15
2017-02-06T10:03:35.3437500Z|Feed_Rate|12.2833333333333
2017-02-06T10:03:35.4687500Z|Feed_Rate|0.85
2017-02-06T10:03:35.7812500Z|Rapid_Override|8.000000
2017-02-06T10:03:35.9218750Z|Rapid_Override|10.000000
2017-02-06T10:03:35.9531250Z|Program_Runtime_Seconds|22
2017-02-06T10:03:36.0937500Z|Rapid_Override|18.000000
2017-02-06T10:03:36.2500000Z|Rapid_Override|25.000000
2017-02-06T10:03:36.3906250Z|Rapid_Override|32.000000
2017-02-06T10:03:36.5625000Z|Rapid_Override|37.000000
2017-02-06T10:03:36.7187500Z|Rapid_Override|41.000000
2017-02-06T10:03:36.8750000Z|Rapid_Override|45.000000
